title,label
"Executive Order Leads to Capture of ISIS Leader, Rasheed Muhammad",fake
Eric Schneiderman Helped NXIVM Sell Child Sex Slaves To The Clintons,fake
"Melania Trump: ‘If ISIS Lay A Finger On Barron, I’ll Scratch Obama’s Eyes Out’",fake
BREAKING: FBI Issues Warrant For Obama’s Arrest After Confirming Illegal Trump Tower Wiretap,fake
Chinese Lunar Rover Finds No Evidence Of American Moon Landings,fake
WHOA! YouTube Witness Makes SHOCKING Admission On LIVE TV! CNN PULLS PLUG IMMEDIATELY! — ShareRED,fake
THIS ARTICLE RETRACTED: Red Crescent Says No Evidence of Chemical Attack in Syria’s Douma,fake
‘Smallville’ Star Confesses She Sold Children To Rothschilds And Clintons,fake
Maxine Waters Is Getting Criminally Charged!,fake
"THIS IS AMAZING: In 1984, the New York Times said Trump would be our BEST president…They forgot…..",fake
The CNN porn scare is how fake news spreads,fake
Breaking: Crew Of Air Force One Refuses To Fly Obama 6000 Miles ‘Just To Play Golf’ – BuzzfeedUSA,fake
BREAKING: Federal Judge Grants Permission To Subpoena Trump,fake
JUST IN: WaPo Reporter Who Broke News On Judge Roy Moore Story Has A Criminal History Of “Faking” * 100PercentFedUp.com,fake
 Actress Emma Stone ‘For the first time in history we have a president that…,fake
Lance Armstrong's defiant Twitter photo shows him relaxing with seven yellow jerseys,fake
Pier 39 Terrorist Was an Anti-Trump Antifa Supporter,fake
Bill Clinton’s Hitman Confesses On His Deathbed (SOURCE: HANNITY),fake
WHITE SUPREMACIST WHO KILLED PROTESTER IS A DEMOCRAT AND VISITED OBAMA IN OVAL OFFICE (Updated 16.08.2017) – Newsfeed – Hasslefree allsorts,fake
 What Adam Sandler is saying about Mormons,fake
LAW PASSED: All Child Support in the United States Will End by Beginning of 2018,fake
Alabama Secretary of State,fake
"Hurricane Irma: If There Was Such A Thing As A Category 6 Hurricane, This Would Be It",fake
BREAKING: PUTIN INTERFERENCE COULD GIVE COURTS LEGAL RIGHT TO MAKE HILLARY PRESIDENT,fake
Texas Church Shooter Was Antifa Member Who Vowed To Start Civil War,fake
dailynative.us,fake
Australia Becomes First Country To Begin Microchipping Its Citizens,fake
Clinton Body Count Series #5: Woman Set to Testify Against Clintons Blown Up in Home Explosion,fake
Obama’s Tax- Skipping – Audit Shows Millions In Offshore Accounts,fake
Washington State Legislature votes to change its name because George Washington owned Slaves,fake
Kim Jong Un Dead: North Koreans Calling Trump An Assassin,fake
Donald Trump signs a visa-free travel policy for Ghana,fake
Bill Gates Outlines 2018 Plan To Depopulate The Planet,fake
"Legendary Actor Kirk Douglas Dead, 4 Days Before His 101st Birthday",fake
trueamericans.me -&nbspThis website is for sale! -&nbsptrueamericans Resources and Information.,fake
BREAKING: Hillary Clinton Killed In Monster Truck Mishap,fake
BREAKING: 2 Million Rounds Of Ammo That ‘Went Missing’ Under Obama Turns Up In Enemy Hands,fake
"300,000 Pounds of Counterfeit Rat Meat Has Been Sold as Chicken Wings in The U.S.",fake
Tulsa School closes after brutal fire.,fake
BREAKING: Malia Obama SUSPENDED After Racist Anti-White Attack Goes Viral,fake
McCain’s Death Bed Secret Just Came Out About Who He Killed After Skeleton Suddenly Resurfaces,fake
ни чего нового как правильно,fake
U.N. Official 'Accidentally' Crushes Own Throat Right Before Testifying Against Hillary Clinton,fake
WE WILL RIOT! Michelle Obama’s Mom Will Receive $160k Every Year Out Of Taxpayers’ Pockets!,fake
New Law Makes it Illegal to Shower and Do Laundry on Same Day,fake
BREAKING: Laura Ingraham Just Fired!!,fake
JUST IN TODAY: Trey Gowdy Is The NEW DIRECTOR Of The FBI!,fake
BREAKING: Hilary Clinton Filed For Divorce In New York Courts!,fake
Frequently Asked Questions,fake
"South African firm ordered to lay off 3,389 white employees",fake
Pope says that the rights of Muslim migrants trump any safety concerns that you might have with them in your country,fake
A Trump fan was just charged with trying to murder Maxine Waters on same day Trump threatened her,fake
IT BEGINS: California Appoints FIRST Illegal Alien to State Office – Trump Has Better Plan,fake
Secret Service Agent Says Obama Is Muslim & Gay In New Tell-All Book,fake
"I’ll Make Sure you are Jailed- Donald Trump Tells Ghana’s Prez Mahama ⋆ Ghana Home, Ghana News, Politics, Info, News on Ghana, Ghana",fake
JUST IN: 45 States Just Banned Sharia Law. Do You Support This? – ChristmasGifts,fake
President Trump Just Saved Christmas For 13 Million Retirees,fake
CONFIRMED ! JUSTICE RUTH BADER GINSBURG IS RESIGNING FROM THE POST OF ASSOCIATE JUSTICE OF THE SUPREME COURT,fake
FBI RAIDS OBAMA – Find Massive Secret That Was Hidden For YEARS,fake
Fox News accidentally puts up a poll graphic that shows how they are the least trusted network,fake
'The Daily Show's' Michelle Wolf Lands Her Own Netflix Late-Night Show (Exclusive),fake
"Russian source behind Trump dossier killed in Russian plane crash, Rosatom CFO also dead. : conspiracy",fake
Family's private investigator: There is evidence Seth Rich had contact with WikiLeaks prior to death,fake
OBAMA’S PRIVATE ‘SECURITY’ COMPANY SETS UP MASSIVE CAMPS OUTSIDE 3 MAJOR CITIES,fake
USDA approves slaughterhouses producing horse meat for human consumption,fake
Delta Force Raids Obama Stronghold in Thailand,fake
 accessed Aug 11,fake
Bowe Bergdahl wanders off during court-martial — Duffel Blog,fake
Iranian Official Drops Bombshell: Obama Secretly Gave Citizenship to 2500 Iranians as Part of Nuke Deal,fake
"ISIS Lays Down Arms After Katy Perry’s Impassioned Plea To ‘Like, Just Co-Exist’",fake
BREAKING: Supreme Court Sides With Trump–This Changes Everything!,fake
"BREAKING: Barron Trump Rushed To The Hospital, Hospital Releases Statement On His Condition",fake
International Arrest Warrant Issued for George Soros,fake
George H.W. Bush has died at 94 – New York,fake
Keanu on Trump travel ban: 'just terrible',fake
 Wake Up America,fake
Account Suspended,fake
Police Discover Meth Lab In Back Room of Alabama Walmart,fake
Florida passes bill legalizing recreational use of marijuana,fake
Twitter Caught Leaking Donald Trump's Private Messages in Undercover Sting,fake
Senate Report Admits Clinton ‘Gifted’ Children To Human Traffickers,fake
Rubio: “Rape Victims Should Be In Custody If There Is Suspicion That They’re Planning Abortion”,fake
Radical Muslims in Australia OFFENDED That Their Children Have to Sing the National Anthem,fake
Rep. Paul Gosar Asks Capitol Police to Arrest Illegal Immigrants Attending State of the Union,fake
WORSE THAN HITLER! Trey Gowdy’s Son Found In A Dumpster In DC! Murders Are Being Questioned!,fake
"Donald Trump Protester Speaks Out: “I Was Paid $3,500 To Protest Trump’s Rally”",fake
BREAKING: 3 Liberal Celebrities Arrested For Conspiracy To Assassinate President Trump,fake
"Singer Dolly Parton: “Trump In One Year Is Already Better Than 16 Years’ of Bush, Obama ‘Put Together’, This Stupid Liberals Doing Everything To Impeach Him But We Standing With Trump now And Forever.",fake
BUSTED: Russian Mansions Obama Seized Were Meant To Be Illegal Gifts To Sasha And Malia,fake
Who is affected by the government shutdown?,fake
Lindsey Graham Threatens To Convert To Democrat If Republicans Don’t Dump Trump – True Trumpers,fake
ELECTORAL COLLEGE ELECTOR COMMITS SUICIDE TO AVOID VOTING FOR DONALD TRUMP,fake
Sarah Palin Calls To Boycott Mall Of America Because “Santa Was Always White In The Bible”,fake
Account Suspended,fake
